text,start_char,end_char
change branch to main,17,21
git checkout release,13,20
git checkout feature,13,20
switch to bugfix,10,16
change branch to bugfix,17,23
switch to feature-jtbn,10,22
change branch to master-fuus,17,28
checkout develop,9,16
git checkout bugfix-kyyc,13,24
checkout dev,9,12
checkout master,9,15
switch to master-koln,10,21
checkout develop,9,16
switch to bugfix-rmxi,10,21
git checkout master-ilzk,13,24
git checkout dev-iedd,13,21
git checkout master,13,19
checkout master-vpol,9,20
switch to main,10,14
git checkout release-kbqq,13,25
checkout master,9,15
git checkout master,13,19
switch to develop-juom,10,22
change branch to master,17,23
change branch to master,17,23
change branch to main-noye,17,26
checkout release,9,16
change branch to master,17,23
switch to bugfix,10,16
switch to feature,10,17
git checkout release-imuy,13,25
git checkout feature,13,20
switch to develop-znqy,10,22
checkout bugfix,9,15
change branch to release,17,24
change branch to feature,17,24
change branch to master-zulh,17,28
change branch to master-qnyj,17,28
switch to dev,10,13
change branch to dev-pzvb,17,25
change branch to feature-udli,17,29
switch to release,10,17
change branch to dev-pknd,17,25
git checkout bugfix,13,19
git checkout dev,13,16
change branch to dev,17,20
git checkout master,13,19
switch to release-fmat,10,22
git checkout develop-fooa,13,25
change branch to develop-squs,17,29
change branch to develop,17,24
switch to feature-uxbo,10,22
checkout main,9,13
git checkout master,13,19
git checkout main-qpbu,13,22
switch to master-vvpb,10,21
change branch to main,17,21
checkout main,9,13
git checkout main-xwvp,13,22
change branch to main,17,21
switch to feature-gdzw,10,22
checkout release-khfg,9,21
switch to feature,10,17
change branch to dev,17,20
git checkout dev,13,16
change branch to main-hvgu,17,26
change branch to dev,17,20
checkout bugfix,9,15
checkout develop,9,16
switch to main,10,14
change branch to develop-pnaw,17,29
switch to master-bhhh,10,21
switch to develop,10,17
git checkout dev,13,16
switch to develop,10,17
git checkout main-psby,13,22
switch to feature-hclv,10,22
checkout release,9,16
checkout develop,9,16
git checkout dev-ovkt,13,21
change branch to bugfix,17,23
checkout release-ioay,9,21
switch to master-xfsi,10,21
git checkout bugfix-bnsv,13,24
checkout bugfix,9,15
git checkout feature-njvd,13,25
checkout main-bwwk,9,18
switch to master-cvsw,10,21
git checkout bugfix-sugy,13,24
change branch to main-vjgf,17,26
checkout dev-nwvu,9,17
change branch to feature-vugg,17,29
checkout release,9,16
change branch to dev-jxyl,17,25
git checkout feature-nayj,13,25
change branch to develop-fdjt,17,29
checkout main,9,13
switch to master-mtni,10,21
change branch to release-yckz,17,29
checkout master-tbjd,9,20
checkout release-urmj,9,21
checkout release,9,16
git checkout feature-apnf,13,25
git checkout master,13,19
git checkout master-bmuj,13,24
git checkout master-dnlz,13,24
switch to feature-kini,10,22
git checkout master,13,19
switch to feature,10,17
git checkout dev,13,16
switch to develop-nmip,10,22
checkout release,9,16
git checkout feature,13,20
checkout feature,9,16
change branch to feature-mmhb,17,29
git checkout release-mgqv,13,25
switch to dev,10,13
checkout bugfix,9,15
change branch to feature,17,24
switch to release,10,17
checkout dev-flij,9,17
change branch to release,17,24
git checkout master,13,19
checkout feature,9,16
checkout release-cihf,9,21
switch to master,10,16
git checkout dev,13,16
switch to main-naqj,10,19
checkout main,9,13
checkout feature-jqsa,9,21
git checkout release-qvyc,13,25
checkout release-tqeo,9,21
git checkout release-gcdg,13,25
switch to release-foxn,10,22
switch to main,10,14
change branch to main-wdxh,17,26
git checkout dev-bxnt,13,21
change branch to develop-kkbs,17,29
switch to master-wist,10,21
git checkout release,13,20
switch to release,10,17
switch to feature,10,17
git checkout feature-ldaz,13,25
checkout feature-ifuc,9,21
switch to dev-czzy,10,18
checkout bugfix-slsl,9,20
checkout feature-gqmu,9,21
git checkout master,13,19
change branch to feature-cxev,17,29
git checkout release,13,20
switch to main,10,14
checkout main,9,13
change branch to main-lani,17,26
git checkout feature,13,20
change branch to dev,17,20
checkout release,9,16
change branch to main,17,21
switch to main-nklp,10,19
checkout dev,9,12
git checkout develop-lasy,13,25
git checkout bugfix-kjfh,13,24
change branch to release-wgyq,17,29
switch to bugfix-cixx,10,21
checkout dev-hamv,9,17
switch to bugfix,10,16
checkout dev-qtqz,9,17
checkout master,9,15
change branch to master-orly,17,28
git checkout release-dwnz,13,25
git checkout master,13,19
checkout master,9,15
change branch to release,17,24
checkout develop-yeii,9,21
switch to bugfix,10,16
switch to master,10,16
change branch to develop-qokb,17,29
checkout develop-xuem,9,21
change branch to develop-jkbb,17,29
switch to feature,10,17
switch to dev-ghsa,10,18
switch to dev,10,13
git checkout feature,13,20
git checkout release,13,20
switch to develop-dllc,10,22
change branch to feature-fdnm,17,29
switch to main-yqpr,10,19
git checkout release,13,20
switch to main-regu,10,19
git checkout dev,13,16
change branch to feature,17,24
checkout master,9,15
checkout dev,9,12
switch to bugfix-ohly,10,21
checkout release-fabw,9,21
change branch to main-qfta,17,26
change branch to develop,17,24
change branch to dev,17,20
change branch to bugfix-xnai,17,28
checkout dev,9,12
switch to main-cgyp,10,19
git checkout bugfix-asrw,13,24
git checkout release,13,20
checkout bugfix-trva,9,20
switch to bugfix,10,16
git checkout dev-ypzv,13,21
git checkout bugfix-xrop,13,24
switch to main-omuo,10,19
change branch to master-rbpe,17,28
change branch to main,17,21
checkout develop,9,16
git checkout develop,13,20
change branch to develop-hqyy,17,29
change branch to dev-zent,17,25
checkout master-vmsz,9,20
change branch to develop-kyob,17,29
checkout main,9,13
checkout bugfix,9,15
switch to feature-qxml,10,22
git checkout release-obcw,13,25
switch to feature,10,17
git checkout release,13,20
change branch to master-jioy,17,28
switch to master-zbvp,10,21
switch to bugfix-qngl,10,21
git checkout release-cvcw,13,25
checkout bugfix,9,15
git checkout release,13,20
git checkout dev-hudz,13,21
switch to develop,10,17
git checkout feature-rrko,13,25
checkout main,9,13
switch to dev,10,13
switch to release,10,17
checkout master,9,15
checkout release,9,16
switch to develop,10,17
change branch to bugfix,17,23
switch to master,10,16
switch to bugfix-oalk,10,21
checkout dev,9,12
git checkout release-ugmz,13,25
git checkout bugfix-dzrm,13,24
checkout main-qkks,9,18
git checkout release-zeoj,13,25
switch to develop,10,17
checkout main,9,13
checkout release,9,16
change branch to dev-kkhi,17,25
switch to master-icyl,10,21
git checkout release,13,20
switch to release,10,17
switch to release-rfmi,10,22
switch to bugfix-lpmd,10,21
checkout main,9,13
change branch to main,17,21
checkout develop-mmyc,9,21
git checkout feature,13,20
switch to main-hxwl,10,19
git checkout dev,13,16
switch to release,10,17
switch to dev,10,13
change branch to dev-vwrd,17,25
switch to master,10,16
git checkout feature-fifa,13,25
change branch to master-cjaz,17,28
switch to master-ngzd,10,21
git checkout bugfix-cqer,13,24
change branch to release-raaz,17,29
change branch to main-gsrs,17,26
switch to develop,10,17
checkout main,9,13
git checkout release-jbpe,13,25
change branch to feature,17,24
git checkout feature-dcaw,13,25
change branch to feature,17,24
switch to develop-rmmh,10,22
change branch to master,17,23
git checkout bugfix,13,19
git checkout feature-cxjn,13,25
switch to bugfix,10,16
switch to master,10,16
switch to dev-kipl,10,18
checkout dev,9,12
checkout master-ywhb,9,20
change branch to release-jdqb,17,29
checkout release,9,16
git checkout develop,13,20
git checkout main,13,17
switch to feature-zffc,10,22
checkout master,9,15
checkout feature-oinu,9,21
git checkout develop,13,20
switch to main-nrzo,10,19
switch to main,10,14
switch to feature-feio,10,22
switch to master,10,16
git checkout feature-qfvt,13,25
change branch to bugfix,17,23
checkout main-xvas,9,18
switch to develop,10,17
git checkout master,13,19
git checkout dev,13,16
checkout feature,9,16
change branch to bugfix,17,23
switch to release,10,17
checkout master-wbek,9,20
git checkout dev,13,16
change branch to release-udzp,17,29
change branch to release,17,24
checkout develop,9,16
switch to main-ppqy,10,19
git checkout feature-hscf,13,25
change branch to feature,17,24
git checkout master,13,19
change branch to main,17,21
checkout master,9,15
change branch to feature,17,24
change branch to main,17,21
checkout master-qnrq,9,20
checkout main,9,13
git checkout main-xcbi,13,22
switch to release-jmra,10,22
checkout release,9,16
git checkout develop-hszz,13,25
git checkout feature-yqmx,13,25
change branch to dev-ocuq,17,25
change branch to feature,17,24
git checkout feature-rxct,13,25
git checkout bugfix-sauo,13,24
git checkout master,13,19
checkout feature-pkns,9,21
git checkout release,13,20
git checkout master-tgtg,13,24
switch to develop,10,17
change branch to develop-yviy,17,29
change branch to dev,17,20
switch to release,10,17
checkout feature,9,16
change branch to master-gfce,17,28
git checkout master-gbbv,13,24
change branch to release,17,24
change branch to release,17,24
checkout feature,9,16
checkout main-mhzp,9,18
checkout bugfix,9,15
git checkout bugfix,13,19
checkout bugfix,9,15
git checkout dev,13,16
change branch to bugfix,17,23
git checkout release-pgxd,13,25
checkout bugfix-hybb,9,20
switch to dev,10,13
git checkout develop-uzhe,13,25
change branch to release,17,24
change branch to master,17,23
switch to main-zdbh,10,19
git checkout dev,13,16
switch to dev-ytxj,10,18
git checkout master-fizm,13,24
git checkout feature,13,20
switch to release,10,17
change branch to main-xflw,17,26
switch to dev,10,13
checkout develop,9,16
switch to develop,10,17
switch to develop-ixlj,10,22
switch to feature,10,17
change branch to release-zhwb,17,29
switch to main-omsh,10,19
switch to bugfix,10,16
change branch to develop-rhiq,17,29
checkout master,9,15
git checkout release-lcaf,13,25
switch to dev-ltjw,10,18
change branch to dev,17,20
git checkout release,13,20
change branch to main,17,21
change branch to release,17,24
change branch to develop,17,24
switch to master,10,16
change branch to develop-vzzb,17,29
git checkout feature,13,20
checkout release-vfgi,9,21
checkout main,9,13
change branch to feature,17,24
checkout bugfix-mfop,9,20
change branch to feature-zzud,17,29
change branch to feature,17,24
checkout feature,9,16
checkout dev,9,12
change branch to develop,17,24
change branch to dev,17,20
checkout master-qqvy,9,20
git checkout bugfix,13,19
change branch to dev,17,20
git checkout dev,13,16
checkout develop-fqhb,9,21
checkout feature,9,16
switch to dev-ojqj,10,18
change branch to develop,17,24
git checkout release-ssxi,13,25
git checkout dev-uslj,13,21
git checkout master,13,19
checkout bugfix-gqut,9,20
change branch to release,17,24
checkout feature,9,16
switch to bugfix-urjg,10,21
checkout feature,9,16
git checkout dev-msjq,13,21
switch to dev-efll,10,18
checkout main-mjim,9,18
switch to release-ohox,10,22
git checkout release-pdsq,13,25
change branch to release,17,24
change branch to develop,17,24
checkout feature,9,16
checkout main,9,13
switch to bugfix,10,16
checkout master,9,15
change branch to bugfix-acoq,17,28
switch to bugfix-hsfr,10,21
switch to dev-qkvg,10,18
git checkout develop-qokl,13,25
change branch to dev-lwec,17,25
git checkout develop-rqec,13,25
checkout bugfix-nfmc,9,20
change branch to develop-tnho,17,29
checkout feature,9,16
change branch to main-zlts,17,26
switch to master-mfde,10,21
switch to dev,10,13
switch to release,10,17
switch to bugfix-txee,10,21
git checkout dev,13,16
change branch to main-wpkh,17,26
switch to bugfix,10,16
change branch to feature,17,24
switch to main,10,14
checkout feature,9,16
git checkout master-fxfm,13,24
git checkout bugfix,13,19
checkout bugfix-wrov,9,20
change branch to feature,17,24
checkout feature,9,16
switch to master,10,16
git checkout release,13,20
git checkout bugfix,13,19
change branch to main,17,21
change branch to release-udtx,17,29
checkout main,9,13
git checkout feature,13,20
change branch to master-dral,17,28
change branch to develop-freu,17,29
checkout develop-jtcl,9,21
switch to dev-wlek,10,18
git checkout feature,13,20
git checkout feature,13,20
git checkout master,13,19
change branch to master,17,23
change branch to dev,17,20
checkout feature,9,16
switch to master-dxow,10,21
git checkout develop,13,20
git checkout dev-clxz,13,21
checkout main-vszj,9,18
checkout bugfix-ulrx,9,20
change branch to master-ujoy,17,28
checkout bugfix,9,15
git checkout main,13,17
switch to develop,10,17
change branch to feature-woar,17,29
git checkout release,13,20
checkout develop-xkuz,9,21
change branch to release-acut,17,29
git checkout release,13,20
change branch to master,17,23
checkout develop,9,16
checkout release-ujto,9,21
change branch to main,17,21
switch to release,10,17
change branch to develop-gsxc,17,29
git checkout master-ypox,13,24
git checkout release,13,20
change branch to master,17,23
checkout develop,9,16
switch to develop,10,17
switch to feature,10,17
switch to bugfix-ehdk,10,21
switch to master,10,16
checkout main-dcgg,9,18
change branch to master,17,23
checkout dev,9,12
change branch to feature,17,24
checkout bugfix,9,15
git checkout main-cgbs,13,22
change branch to feature-hkmf,17,29
switch to master-skgi,10,21
git checkout master-lxet,13,24
change branch to master-hskf,17,28
change branch to bugfix-scla,17,28
checkout dev,9,12
change branch to develop-lhsv,17,29
switch to bugfix,10,16
switch to feature-mgxh,10,22
git checkout develop,13,20
change branch to feature-htdj,17,29
switch to main,10,14
checkout release,9,16
git checkout master-ixys,13,24
change branch to develop-rqtx,17,29
change branch to feature,17,24
git checkout master,13,19
change branch to release-jxcw,17,29
change branch to bugfix-zgpn,17,28
change branch to develop,17,24
switch to master-ddbd,10,21
git checkout develop-kzmg,13,25
checkout feature,9,16
checkout feature,9,16
change branch to dev,17,20
git checkout master,13,19
switch to bugfix,10,16
checkout main,9,13
git checkout master-yyuo,13,24
checkout release-wlwr,9,21
change branch to master,17,23
switch to bugfix-hidz,10,21
checkout dev-knxr,9,17
checkout bugfix-xrxw,9,20
git checkout main,13,17
change branch to release-cabw,17,29
git checkout feature-otxl,13,25
change branch to master,17,23
git checkout master-avjn,13,24
git checkout bugfix,13,19
git checkout master-uphn,13,24
git checkout main-tawu,13,22
change branch to main-wnyp,17,26
git checkout main,13,17
git checkout dev-zvde,13,21
switch to master,10,16
git checkout bugfix-hhtb,13,24
checkout bugfix-pmso,9,20
switch to dev,10,13
switch to release,10,17
switch to develop-ypvn,10,22
change branch to feature,17,24
change branch to master-rwwi,17,28
switch to release,10,17
change branch to release-mutk,17,29
change branch to feature,17,24
change branch to dev,17,20
git checkout bugfix-nubt,13,24
switch to bugfix,10,16
checkout feature-mcsw,9,21
checkout release,9,16
change branch to master,17,23
git checkout dev-xgwg,13,21
git checkout main,13,17
switch to develop-efmr,10,22
checkout develop,9,16
change branch to main,17,21
git checkout master,13,19
change branch to master-oumu,17,28
git checkout develop,13,20
switch to develop,10,17
checkout bugfix-wxwh,9,20
switch to main,10,14
switch to develop,10,17
change branch to feature-cnqe,17,29
switch to feature,10,17
change branch to release,17,24
git checkout main-rpsq,13,22
checkout main,9,13
switch to release,10,17
checkout feature,9,16
change branch to master-frdu,17,28
switch to release,10,17
checkout feature,9,16
switch to develop,10,17
change branch to develop-kilg,17,29
checkout develop-ewwa,9,21
switch to dev-uchf,10,18
change branch to master-exve,17,28
switch to release-mmuv,10,22
change branch to feature-cgrv,17,29
change branch to release-drbd,17,29
change branch to dev-vhif,17,25
switch to main-fszo,10,19
git checkout feature,13,20
switch to develop,10,17
git checkout develop,13,20
checkout master,9,15
checkout bugfix-mite,9,20
checkout bugfix,9,15
git checkout master-swnb,13,24
switch to develop-knum,10,22
switch to main-llcn,10,19
switch to main,10,14
change branch to develop,17,24
change branch to bugfix,17,23
checkout release,9,16
switch to feature-nfdb,10,22
switch to feature,10,17
checkout release,9,16
checkout bugfix,9,15
checkout bugfix-goki,9,20
change branch to release,17,24
change branch to release-mjqu,17,29
change branch to main,17,21
checkout dev-stjz,9,17
git checkout main,13,17
change branch to dev,17,20
git checkout dev,13,16
switch to develop,10,17
checkout develop-szre,9,21
change branch to develop,17,24
change branch to bugfix,17,23
git checkout main-ndtm,13,22
checkout bugfix,9,15
git checkout main,13,17
git checkout develop-pcot,13,25
switch to master-aglm,10,21
switch to master,10,16
checkout main-oimm,9,18
git checkout master,13,19
checkout bugfix,9,15
git checkout develop-jtsr,13,25
checkout main,9,13
change branch to dev,17,20
switch to master-gqxo,10,21
change branch to main,17,21
git checkout bugfix-pnme,13,24
switch to bugfix,10,16
switch to develop-fkfa,10,22
checkout dev-tnvp,9,17
switch to main,10,14
change branch to main-lqqn,17,26
switch to bugfix-vcwl,10,21
checkout main,9,13
switch to develop,10,17
switch to feature,10,17
change branch to feature-glbg,17,29
change branch to develop-dfvi,17,29
switch to dev,10,13
change branch to feature-qgta,17,29
switch to release-sigv,10,22
git checkout dev,13,16
switch to bugfix-cjjm,10,21
switch to main,10,14
switch to develop,10,17
switch to dev-gfvl,10,18
change branch to bugfix,17,23
checkout master,9,15
change branch to bugfix,17,23
git checkout bugfix,13,19
checkout develop,9,16
git checkout bugfix,13,19
switch to main,10,14
git checkout main,13,17
checkout feature-mxpe,9,21
checkout feature-thch,9,21
checkout bugfix,9,15
change branch to feature,17,24
checkout release,9,16
git checkout release-fhiy,13,25
git checkout feature-gmgn,13,25
git checkout master,13,19
switch to develop-xpms,10,22
git checkout feature,13,20
checkout develop,9,16
change branch to release,17,24
git checkout release-pvul,13,25
git checkout master,13,19
checkout bugfix,9,15
change branch to dev,17,20
switch to develop-azhn,10,22
checkout master,9,15
checkout bugfix,9,15
git checkout bugfix-aaxa,13,24
checkout dev-wbpa,9,17
change branch to dev,17,20
switch to master-moff,10,21
change branch to release-jlih,17,29
git checkout bugfix-twfp,13,24
checkout dev-sqay,9,17
switch to dev,10,13
git checkout main-qeea,13,22
checkout main,9,13
switch to master-mhyx,10,21
checkout master-yrat,9,20
checkout dev-todx,9,17
switch to main,10,14
change branch to dev-khfi,17,25
change branch to develop,17,24
switch to bugfix-lyvu,10,21
checkout feature,9,16
checkout release-apow,9,21
change branch to feature-pqre,17,29
checkout master-lqdy,9,20
switch to release-rlkb,10,22
git checkout release,13,20
change branch to develop-pxfh,17,29
change branch to bugfix-eczq,17,28
change branch to dev-xyqe,17,25
change branch to master,17,23
checkout feature,9,16
git checkout release-tgjw,13,25
switch to master-yyes,10,21
git checkout main,13,17
switch to develop,10,17
checkout main-qafg,9,18
git checkout main-yvqa,13,22
git checkout release-ykxx,13,25
change branch to develop-mkvl,17,29
git checkout bugfix,13,19
switch to dev,10,13
git checkout release,13,20
checkout master,9,15
git checkout main,13,17
switch to main-hlqb,10,19
change branch to bugfix-hjgt,17,28
checkout release-imvr,9,21
change branch to release,17,24
switch to bugfix-ibma,10,21
git checkout dev,13,16
git checkout develop,13,20
change branch to feature,17,24
git checkout master-afcl,13,24
git checkout dev,13,16
change branch to release,17,24
switch to release,10,17
git checkout release-gfst,13,25
checkout main-qenr,9,18
git checkout master,13,19
change branch to main,17,21
change branch to develop,17,24
checkout main,9,13
git checkout master-yiyy,13,24
git checkout bugfix-sxdi,13,24
change branch to release,17,24
checkout develop,9,16
change branch to master,17,23
change branch to release-cyiy,17,29
switch to dev,10,13
checkout main,9,13
git checkout master-mkpw,13,24
git checkout master,13,19
checkout release,9,16
switch to main-ckqq,10,19
checkout feature-dddz,9,21
change branch to develop-hnqw,17,29
git checkout main,13,17
switch to feature-hzlz,10,22
change branch to main-exhi,17,26
git checkout dev,13,16
change branch to release,17,24
git checkout release-aaht,13,25
git checkout develop-lgna,13,25
change branch to release-hrpk,17,29
checkout feature-qquz,9,21
switch to main,10,14
checkout develop-ziqg,9,21
git checkout feature,13,20
change branch to main,17,21
git checkout feature-wfrj,13,25
switch to master-jxrf,10,21
change branch to release,17,24
change branch to master-zoql,17,28
checkout feature-exjw,9,21
checkout main-brgb,9,18
git checkout master,13,19
git checkout release-bwtq,13,25
checkout dev,9,12
git checkout main-ejxo,13,22
checkout feature,9,16
checkout feature,9,16
change branch to feature-hzid,17,29
switch to dev,10,13
checkout develop,9,16
switch to develop,10,17
change branch to feature,17,24
change branch to bugfix-wump,17,28
change branch to bugfix-zmiy,17,28
git checkout release-wync,13,25
change branch to master,17,23
change branch to bugfix-qpfr,17,28
change branch to dev,17,20
change branch to develop,17,24
change branch to release,17,24
checkout develop-lvoj,9,21
checkout bugfix,9,15
checkout main-eavi,9,18
switch to bugfix-vwhv,10,21
change branch to bugfix,17,23
change branch to release-mtlg,17,29
checkout release,9,16
change branch to bugfix-wgva,17,28
change branch to release,17,24
change branch to main-nlfe,17,26
checkout release-jmui,9,21
checkout dev-bidu,9,17
change branch to dev-olbp,17,25
change branch to main,17,21
change branch to master-fkmg,17,28
git checkout main-cooa,13,22
git checkout dev,13,16
switch to release,10,17
switch to release,10,17
switch to main,10,14
git checkout master,13,19
change branch to master-uate,17,28
change branch to release-bjpt,17,29
git checkout feature,13,20
checkout develop-ntlm,9,21
checkout release-gmgo,9,21
checkout feature-jfvh,9,21
switch to feature-nhol,10,22
checkout release,9,16
switch to feature-zwpe,10,22
switch to feature,10,17
git checkout release-jvmo,13,25
git checkout develop,13,20
change branch to dev-dgnw,17,25
git checkout develop-jhfg,13,25
git checkout feature-niju,13,25
git checkout release-leai,13,25
switch to develop,10,17
checkout release,9,16
git checkout master-oodc,13,24
git checkout bugfix-pocc,13,24
change branch to main,17,21
checkout release,9,16
switch to develop,10,17
git checkout develop,13,20
checkout master-jhvu,9,20
checkout main,9,13
git checkout dev-hmzm,13,21
change branch to feature-fagv,17,29
change branch to feature,17,24
switch to bugfix-ugcj,10,21
git checkout main-hnqs,13,22
change branch to main,17,21
git checkout release,13,20
switch to release-qhvu,10,22
checkout main,9,13
change branch to main,17,21
git checkout develop-mbfj,13,25
switch to release-bsmp,10,22
switch to develop-crvk,10,22
checkout bugfix-xrwm,9,20
change branch to feature-ptzw,17,29
change branch to bugfix-mbzk,17,28
change branch to bugfix,17,23
checkout master-utlx,9,20
change branch to bugfix-mazy,17,28
git checkout master,13,19
git checkout feature-rmmj,13,25
change branch to master-bqor,17,28
switch to release,10,17
git checkout dev,13,16
git checkout develop,13,20
git checkout feature-nitd,13,25
git checkout main,13,17
git checkout main,13,17
checkout release,9,16
change branch to dev-adqh,17,25
checkout master-ecaz,9,20
git checkout master-ordk,13,24
checkout develop-xsqa,9,21
git checkout master-zbfb,13,24
git checkout feature-vpcn,13,25
change branch to release,17,24
switch to develop-hgub,10,22
change branch to bugfix-xpma,17,28
git checkout feature,13,20
switch to main,10,14
checkout master,9,15
checkout bugfix,9,15
change branch to main,17,21
